id,region,sexo,tramo_etario,ganancia_final,lugar_trabajo,financiamiento_inicial,rama_economica,motivacion,informalidad,tramos_ganancias
4560,Los Ríos,Hombre,Adulto Medio,0.0,Instalación Independiente,Recursos Propios,Otros sectores,Otras razones,Formal,Menos de $350.000
4561,Ñuble,Hombre,Adulto Medio,150000.0,En el propio hogar,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Informal,Menos de $350.000
4562,Coquimbo,Mujer,Adulto Medio,-200000.0,Instalación Independiente,Recursos Propios,Minería,Complementar ingreso familiar,Formal,Menos de $350.000
4563,Coquimbo,Hombre,Adulto Medio,0.0,En la vía pública,Recursos Propios,Agricultura y Pesca,Complementar ingreso familiar,Formal,Menos de $350.000
4564,Coquimbo,Hombre,45 a 59 años,1000000.0,En la vía pública,Recursos Propios,Agricultura y Pesca,Complementar ingreso familiar,Informal,Entre $700.000 y $1.500.000
4565,Biobío,Mujer,60 años o más,400000.0,Instalación Independiente,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Entre $350.000 y $700.000
4566,Arica y Parinacota,Hombre,30 a 44 años,700000.0,Local u oficina comercial,Recursos Propios,Agua y Desechos,Oportunidad de negocio,Formal,Entre $350.000 y $700.000
4567,Arica y Parinacota,Mujer,60 años o más,950000.0,En el propio hogar,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Informal,Entre $700.000 y $1.500.000
4568,Arica y Parinacota,Hombre,60 años o más,900000.0,Local u oficina comercial,Recursos Propios,Agua y Desechos,Complementar ingreso familiar,Formal,Entre $700.000 y $1.500.000
4569,Arica y Parinacota,Mujer,Adulto Medio,200000.0,A domicilio,Recursos Propios,Electricidad y Gas,Oportunidad de negocio,Formal,Menos de $350.000
4570,Metropolitana,Hombre,60 años o más,300000.0,Instalación Independiente,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Informal,Menos de $350.000
4571,Maule,Mujer,Adulto Medio,70000.0,Instalación Independiente,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Menos de $350.000
4572,Maule,Hombre,Adulto Medio,1500000.0,En la vía pública,Recursos Propios,Agricultura y Pesca,Complementar ingreso familiar,Formal,Entre $700.000 y $1.500.000
4573,Metropolitana,Mujer,Adulto Medio,25000.0,A domicilio,Recursos Propios,Construcción,Complementar ingreso familiar,Informal,Menos de $350.000
4574,Los Lagos,Hombre,Adulto Medio,1000000.0,En la vía pública,Recursos Propios,Agricultura y Pesca,Complementar ingreso familiar,Formal,Entre $700.000 y $1.500.000
4575,Los Lagos,Hombre,Adulto Medio,500000.0,A domicilio,Recursos Propios,Electricidad y Gas,Oportunidad de negocio,Formal,Entre $350.000 y $700.000
4576,Biobío,Hombre,Adulto Medio,950000.0,Instalación Independiente,Recursos Propios,Construcción,Complementar ingreso familiar,Informal,Entre $700.000 y $1.500.000
4577,Biobío,Mujer,Adulto Medio,40000.0,En el propio hogar,Préstamo bancario,Minería,Complementar ingreso familiar,Formal,Menos de $350.000
4578,Ñuble,Hombre,Adulto Medio,0.0,Instalación Independiente,Recursos Propios,Otros sectores,Otras razones,Formal,Menos de $350.000
4579,Metropolitana,Mujer,60 años o más,200000.0,Instalación Independiente,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Informal,Menos de $350.000
4580,Aysén,Mujer,Adulto Medio,200000.0,Instalación Independiente,Recursos Propios,Construcción,Oportunidad de negocio,Formal,Menos de $350.000
4581,Los Ríos,Hombre,45 a 59 años,500000.0,Instalación Independiente,Recursos Propios,Construcción,Complementar ingreso familiar,Formal,Entre $350.000 y $700.000
4582,Valparaíso,Hombre,60 años o más,200000.0,Instalación Independiente,Recursos Propios,Manufactura,Complementar ingreso familiar,Informal,Menos de $350.000
4583,Metropolitana,Hombre,45 a 59 años,2500000.0,En el propio hogar,Fondos estatales (Sercotec/Corfo),Minería,Complementar ingreso familiar,Formal,Más de $1.500.000
4584,Ñuble,Hombre,30 a 44 años,900000.0,Local u oficina comercial,Recursos Propios,Agua y Desechos,Complementar ingreso familiar,Formal,Entre $700.000 y $1.500.000
4585,Metropolitana,Hombre,45 a 59 años,950000.0,Instalación Independiente,Recursos Propios,Construcción,Complementar ingreso familiar,Informal,Entre $700.000 y $1.500.000
4586,Valparaíso,Hombre,60 años o más,150000.0,Instalación Independiente,Recursos Propios,Construcción,Oportunidad de negocio,Formal,Menos de $350.000
4587,Metropolitana,Hombre,Adulto Medio,10000.0,Instalación Independiente,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Menos de $350.000
4588,Metropolitana,Hombre,Adulto Medio,0.0,Instalación Independiente,Recursos Propios,Otros sectores,Otras razones,Informal,Menos de $350.000
4589,Los Ríos,Hombre,60 años o más,500000.0,En la vía pública,Recursos Propios,Agricultura y Pesca,Complementar ingreso familiar,Formal,Entre $350.000 y $700.000
4590,Los Ríos,Hombre,30 a 44 años,11490000.0,Instalación Independiente,Recursos Propios,Manufactura,Complementar ingreso familiar,Formal,Más de $1.500.000
4591,Valparaíso,Hombre,15 a 29 años,800000.0,En el propio hogar,Recursos Propios,Construcción,Complementar ingreso familiar,Informal,Entre $700.000 y $1.500.000
4592,Los Ríos,Hombre,30 a 44 años,400000.0,Local u oficina comercial,Recursos Propios,Agua y Desechos,Complementar ingreso familiar,Formal,Entre $350.000 y $700.000
4593,Antofagasta,Hombre,Adulto Medio,850000.0,Instalación Independiente,Recursos Propios,Construcción,Complementar ingreso familiar,Formal,Entre $700.000 y $1.500.000
4594,Metropolitana,Hombre,Adulto Medio,200000.0,Instalación Independiente,Recursos Propios,Minería,Complementar ingreso familiar,Informal,Menos de $350.000
4595,Maule,Hombre,Adulto Medio,700000.0,En la vía pública,Recursos Propios,Agricultura y Pesca,Complementar ingreso familiar,Formal,Entre $350.000 y $700.000
4596,Maule,Hombre,45 a 59 años,230000.0,Instalación Independiente,Recursos Propios,Construcción,Complementar ingreso familiar,Formal,Menos de $350.000
4597,Ñuble,Hombre,45 a 59 años,280000.0,Instalación Independiente,Recursos Propios,Manufactura,Complementar ingreso familiar,Informal,Menos de $350.000
4598,Biobío,Mujer,60 años o más,800000.0,Instalación Independiente,Recursos Propios,Construcción,Complementar ingreso familiar,Formal,Entre $700.000 y $1.500.000
4599,O'Higgins,Mujer,30 a 44 años,3000000.0,Instalación Independiente,Recursos Propios,Construcción,Complementar ingreso familiar,Formal,Más de $1.500.000
4600,Aysén,Hombre,60 años o más,800000.0,Instalación Independiente,Recursos Propios,Manufactura,Complementar ingreso familiar,Informal,Entre $700.000 y $1.500.000
4601,Los Ríos,Hombre,45 a 59 años,600000.0,Instalación Independiente,Recursos Propios,Manufactura,Complementar ingreso familiar,Formal,Entre $350.000 y $700.000
4602,Los Ríos,Mujer,45 a 59 años,250000.0,A domicilio,Recursos Propios,Construcción,Complementar ingreso familiar,Formal,Menos de $350.000
4603,Metropolitana,Hombre,45 a 59 años,200000.0,Instalación Independiente,Recursos Propios,Minería,Complementar ingreso familiar,Informal,Menos de $350.000
4604,Magallanes,Hombre,60 años o más,0.0,Instalación Independiente,Recursos Propios,Otros sectores,Otras razones,Formal,Menos de $350.000
4605,Aysén,Hombre,30 a 44 años,800000.0,Instalación Independiente,Recursos Propios,Manufactura,Complementar ingreso familiar,Formal,Entre $700.000 y $1.500.000
4606,Valparaíso,Mujer,Adulto Medio,1100000.0,En el propio hogar,Recursos Propios,Minería,Complementar ingreso familiar,Informal,Entre $700.000 y $1.500.000
4607,Los Ríos,Hombre,Adulto Medio,800000.0,Local u oficina comercial,Recursos Propios,Agua y Desechos,Complementar ingreso familiar,Formal,Entre $700.000 y $1.500.000
4608,Maule,Hombre,Adulto Medio,0.0,Instalación Independiente,Recursos Propios,Otros sectores,Otras razones,Formal,Menos de $350.000
4609,Valparaíso,Hombre,60 años o más,1200000.0,Local u oficina comercial,Recursos Propios,Agua y Desechos,Complementar ingreso familiar,Informal,Entre $700.000 y $1.500.000
4610,La Araucanía,Hombre,Adulto Medio,350000.0,Instalación Independiente,Recursos Propios,Agricultura y Pesca,Oportunidad de negocio,Formal,Menos de $350.000
4611,Magallanes,Mujer,30 a 44 años,8000000.0,Instalación Independiente,Recursos Propios,Minería,Complementar ingreso familiar,Formal,Más de $1.500.000
4612,Coquimbo,Hombre,45 a 59 años,100000.0,En la vía pública,Recursos Propios,Agricultura y Pesca,Complementar ingreso familiar,Informal,Menos de $350.000
4613,La Araucanía,Hombre,Adulto Medio,120000.0,Instalación Independiente,Fondos estatales (Sercotec/Corfo),Manufactura,Complementar ingreso familiar,Formal,Menos de $350.000
4614,Metropolitana,Mujer,Adulto Medio,1500000.0,Instalación Independiente,Recursos Propios,Construcción,Complementar ingreso familiar,Formal,Entre $700.000 y $1.500.000
4615,Coquimbo,Hombre,Adulto Medio,400000.0,En la vía pública,Recursos Propios,Agricultura y Pesca,Complementar ingreso familiar,Informal,Entre $350.000 y $700.000
4616,Metropolitana,Mujer,60 años o más,350000.0,Instalación Independiente,Recursos Propios,Construcción,Oportunidad de negocio,Formal,Menos de $350.000
4617,Maule,Mujer,30 a 44 años,400000.0,En el propio hogar,Recursos Propios,Construcción,Complementar ingreso familiar,Formal,Entre $350.000 y $700.000
4618,La Araucanía,Hombre,60 años o más,1200000.0,Instalación Independiente,Fondos estatales (Sercotec/Corfo),Minería,Complementar ingreso familiar,Informal,Entre $700.000 y $1.500.000
4619,Coquimbo,Hombre,Adulto Medio,1800000.0,A domicilio,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Más de $1.500.000
4620,Coquimbo,Hombre,60 años o más,200000.0,Instalación Independiente,Recursos Propios,Manufactura,Complementar ingreso familiar,Formal,Menos de $350.000
4621,Antofagasta,Mujer,Adulto Medio,144707.0,Instalación Independiente,Recursos Propios,Construcción,Complementar ingreso familiar,Informal,Menos de $350.000
4622,Antofagasta,Mujer,45 a 59 años,200000.0,Instalación Independiente,Recursos Propios,Minería,Complementar ingreso familiar,Formal,Menos de $350.000
4623,Metropolitana,Hombre,Adulto Medio,650000.0,Instalación Independiente,Recursos Propios,Manufactura,Complementar ingreso familiar,Formal,Entre $350.000 y $700.000
4624,Coquimbo,Hombre,Adulto Medio,300000.0,Instalación Independiente,Recursos Propios,Agua y Desechos,Complementar ingreso familiar,Informal,Menos de $350.000
4625,Aysén,Hombre,60 años o más,500000.0,Instalación Independiente,Recursos Propios,Agricultura y Pesca,Complementar ingreso familiar,Formal,Entre $350.000 y $700.000
4626,Coquimbo,Hombre,Adulto Medio,1000000.0,Instalación Independiente,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Entre $700.000 y $1.500.000
4627,Coquimbo,Mujer,Adulto Medio,200000.0,A domicilio,Préstamo familiar,Minería,Complementar ingreso familiar,Informal,Menos de $350.000
4628,Arica y Parinacota,Mujer,60 años o más,260000.0,Instalación Independiente,Ahorros propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Menos de $350.000
4629,Ñuble,Mujer,Adulto Medio,185000.0,Instalación Independiente,Recursos Propios,Construcción,Complementar ingreso familiar,Formal,Menos de $350.000
4630,Coquimbo,Mujer,Adulto Medio,600000.0,A domicilio,Recursos Propios,Electricidad y Gas,Oportunidad de negocio,Informal,Entre $350.000 y $700.000
4631,Metropolitana,Hombre,Adulto Medio,250000.0,Local u oficina comercial,Recursos Propios,Agua y Desechos,Complementar ingreso familiar,Formal,Menos de $350.000
4632,Los Lagos,Mujer,Adulto Medio,30000.0,A domicilio,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Menos de $350.000
4633,Metropolitana,Hombre,60 años o más,700000.0,Instalación Independiente,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Informal,Entre $350.000 y $700.000
4634,Coquimbo,Hombre,30 a 44 años,600000.0,Instalación Independiente,Recursos Propios,Manufactura,Complementar ingreso familiar,Formal,Entre $350.000 y $700.000
4635,Metropolitana,Hombre,45 a 59 años,920000.0,Instalación Independiente,Recursos Propios,Manufactura,Complementar ingreso familiar,Formal,Entre $700.000 y $1.500.000
4636,Metropolitana,Mujer,Adulto Medio,300000.0,Instalación Independiente,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Informal,Menos de $350.000
4637,Ñuble,Hombre,Adulto Medio,400000.0,En la vía pública,Recursos Propios,Agricultura y Pesca,Complementar ingreso familiar,Formal,Entre $350.000 y $700.000
4638,Los Ríos,Hombre,Adulto Medio,0.0,Instalación Independiente,Recursos Propios,Otros sectores,Otras razones,Formal,Menos de $350.000
4639,Metropolitana,Hombre,Adulto Medio,50000.0,Instalación Independiente,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Informal,Menos de $350.000
4640,Metropolitana,Mujer,Adulto Medio,350000.0,A domicilio,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Menos de $350.000
4641,Metropolitana,Mujer,30 a 44 años,60000.0,Local u oficina comercial,Recursos Propios,Agua y Desechos,Complementar ingreso familiar,Formal,Menos de $350.000
4642,O'Higgins,Mujer,45 a 59 años,1600000.0,Instalación Independiente,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Informal,Más de $1.500.000
4643,Valparaíso,Hombre,45 a 59 años,900000.0,Instalación Independiente,Recursos Propios,Manufactura,Complementar ingreso familiar,Formal,Entre $700.000 y $1.500.000
4644,Metropolitana,Mujer,30 a 44 años,150000.0,Instalación Independiente,Recursos Propios,Minería,Complementar ingreso familiar,Formal,Menos de $350.000
4645,Metropolitana,Hombre,Adulto Medio,870000.0,Local u oficina comercial,Recursos Propios,Agua y Desechos,Complementar ingreso familiar,Informal,Entre $700.000 y $1.500.000
4646,Metropolitana,Hombre,60 años o más,650000.0,A domicilio,Recursos Propios,Construcción,Complementar ingreso familiar,Formal,Entre $350.000 y $700.000
4647,Atacama,Mujer,30 a 44 años,15000.0,Instalación Independiente,Recursos Propios,Minería,Complementar ingreso familiar,Formal,Menos de $350.000
4648,Atacama,Mujer,30 a 44 años,25000.0,Local u oficina comercial,Recursos Propios,Agua y Desechos,Complementar ingreso familiar,Informal,Menos de $350.000
4649,Atacama,Mujer,Adulto Medio,15000.0,Instalación Independiente,Recursos Propios,Construcción,Complementar ingreso familiar,Formal,Menos de $350.000
4650,O'Higgins,Mujer,Adulto Medio,-275000.0,En el propio hogar,Préstamo bancario,Electricidad y Gas,Complementar ingreso familiar,Formal,Menos de $350.000
4651,Atacama,Mujer,45 a 59 años,300000.0,A domicilio,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Informal,Menos de $350.000
4652,Atacama,Hombre,30 a 44 años,180000.0,Instalación Independiente,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Menos de $350.000
4653,Maule,Mujer,Adulto Medio,55000.0,Instalación Independiente,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Menos de $350.000
4654,O'Higgins,Mujer,30 a 44 años,387000.0,Instalación Independiente,Recursos Propios,Minería,Complementar ingreso familiar,Informal,Entre $350.000 y $700.000
4655,Metropolitana,Mujer,Adulto Medio,1500000.0,En el propio hogar,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Entre $700.000 y $1.500.000
4656,Los Lagos,Hombre,45 a 59 años,800000.0,Instalación Independiente,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Entre $700.000 y $1.500.000
4657,Ñuble,Hombre,Adulto Medio,1000000.0,Instalación Independiente,Recursos Propios,Minería,Complementar ingreso familiar,Informal,Entre $700.000 y $1.500.000
4658,Valparaíso,Hombre,45 a 59 años,600000.0,Local u oficina comercial,Recursos Propios,Agua y Desechos,Complementar ingreso familiar,Formal,Entre $350.000 y $700.000
4659,Maule,Mujer,30 a 44 años,800000.0,Instalación Independiente,Recursos Propios,Construcción,Complementar ingreso familiar,Formal,Entre $700.000 y $1.500.000
4660,Maule,Hombre,15 a 29 años,0.0,Instalación Independiente,Recursos Propios,Otros sectores,Otras razones,Informal,Menos de $350.000
4661,Biobío,Hombre,Adulto Medio,400000.0,Instalación Independiente,Recursos Propios,Manufactura,Complementar ingreso familiar,Formal,Entre $350.000 y $700.000
4662,Biobío,Hombre,Adulto Medio,500000.0,Instalación Independiente,Recursos Propios,Manufactura,Complementar ingreso familiar,Formal,Entre $350.000 y $700.000
4663,Arica y Parinacota,Hombre,45 a 59 años,400000.0,Instalación Independiente,Recursos Propios,Manufactura,Complementar ingreso familiar,Informal,Entre $350.000 y $700.000
4664,Arica y Parinacota,Hombre,Adulto Medio,500000.0,Instalación Independiente,Recursos Propios,Manufactura,Complementar ingreso familiar,Formal,Entre $350.000 y $700.000
4665,Valparaíso,Mujer,60 años o más,550000.0,Instalación Independiente,Recursos Propios,Construcción,Complementar ingreso familiar,Formal,Entre $350.000 y $700.000
